@RELATION combined4

@ATTRIBUTE attribute_0 REAL
@attribute rape numeric
@attribute kidnapping numeric
@attribute dowry_deaths numeric
@attribute assault numeric
@attribute insult_to_modesty numeric
@attribute domestic_cruelty numeric

@data
16,10,22,32,5,12
15,9,17,20,6,15
15,12,16,49,14,14
35,26,36,70,19,67
23,32,24,42,11,44
22,34,20,39,0,37
26,48,29,56,0,31
22,48,36,58,0,51
47,113,32,151,0,129
41,55,35,37,21,188
32,39,27,29,9,171
12,19,16,11,50,27
25,37,25,27,12,48
30,29,21,29,35,59
21,49,25,41,48,67
25,63,35,28,34,106
23,82,47,34,54,110
19,106,39,34,50,104
22,90,20,34,0,97
36,142,25,51,0,51
31,120,31,39,0,114
39,78,26,39,0,98
93,98,57,110,40,421
65,93,62,70,54,261
32,47,37,27,78,84
41,84,44,76,73,201
48,81,37,89,74,210
45,81,31,70,64,196
62,95,54,97,99,235
46,121,47,110,89,202
77,153,47,125,96,303
44,163,55,97,0,214
34,193,63,92,0,155
86,249,61,112,0,88
84,291,58,198,0,257
18,23,22,28,12,48
16,27,24,13,20,31
5,11,14,9,161,15
7,21,17,12,28,21
13,13,7,8,20,22
10,15,12,8,21,30
10,22,13,8,39,51
7,18,15,5,15,24
12,22,15,3,0,12
8,30,14,7,0,17
7,28,11,5,0,17
7,55,21,17,0,69
24,80,11,53,0,44
34,105,29,43,0,61
23,91,27,30,0,64
38,59,31,67,38,230
26,49,34,34,33,156
20,23,24,23,254,50
25,29,21,23,47,132
22,26,26,26,45,60
25,46,18,25,75,105
27,48,26,33,75,188
30,80,19,52,53,249
30,75,22,46,44,225
40,100,27,56,0,254
39,118,30,14,0,238
43,148,19,43,0,257
71,149,31,178,1,6
31,64,45,71,219,227
33,60,47,70,104,185
13,30,25,26,98,105
40,69,36,51,114,106
33,60,41,62,116,106
27,49,33,63,150,102
44,93,36,75,120,227
28,60,29,51,74,151
38,81,53,36,24,184
24,127,40,60,0,327
47,192,50,94,0,362
46,164,48,63,2,304
97,255,52,197,2,162
4,11,16,13,0,22
6,6,14,11,8,24
3,2,11,5,14,3
5,3,10,2,12,18
6,3,9,5,50,10
3,12,12,5,41,41
6,12,22,8,34,63
4,9,19,10,19,91
3,18,13,4,4,88
3,12,15,6,0,67
8,19,17,7,0,48
11,32,14,23,0,37
20,46,16,68,1,0
8,3,8,16,4,2
8,2,9,23,2,10
10,0,6,7,0,7
10,4,8,9,2,5
10,0,12,12,0,6
13,3,9,9,0,8
23,2,7,14,1,13
22,5,17,21,0,17
20,10,9,22,1,12
15,13,15,23,0,16
20,22,14,24,0,11
31,27,22,35,0,23
23,22,14,35,0,7
30,75,13,17,0,9
20,96,17,40,0,53
26,92,12,52,0,56
7,33,27,15,15,44
5,18,15,10,10,18
3,12,21,7,9,14
12,23,16,10,13,31
7,17,17,7,5,27
5,14,23,8,2,23
2,17,25,8,3,25
15,13,36,6,17,27
9,38,30,15,12,32
4,18,21,4,0,9
8,53,27,12,0,24
18,67,29,16,0,34
44,145,37,87,0,27
57,59,68,68,24,156
37,49,81,43,15,85
18,23,38,19,15,37
26,26,47,44,7,61
16,33,43,34,26,62
28,26,46,26,31,55
39,66,56,48,22,77
20,66,34,41,17,71
18,45,42,37,13,92
11,60,30,45,0,72
19,61,30,25,0,57
22,99,38,62,0,82
34,101,32,122,1,99
20,22,29,25,26,52
12,21,25,32,11,32
2,9,16,12,6,18
9,25,13,15,10,46
12,28,29,20,35,26
10,36,30,18,22,30
14,54,28,31,37,115
19,64,28,43,29,108
5,62,35,42,39,112
4,44,29,19,0,81
13,73,42,28,0,52
9,64,26,26,0,42
23,74,30,30,0,62
22,26,17,24,18,49
15,17,12,18,24,33
10,11,4,6,42,2
12,17,14,18,25,24
11,33,15,13,29,48
14,28,12,18,24,54
23,32,17,23,37,54
23,56,18,26,43,86
22,69,18,27,21,38
16,69,18,27,0,16
27,114,11,56,0,21
29,133,18,32,0,7
35,135,11,79,1,7
9,38,22,23,28,93
9,25,32,0,0,0
7,9,18,9,68,19
10,27,21,13,14,35
10,20,14,7,15,26
9,24,37,10,9,30
21,41,24,32,16,79
23,41,26,35,56,84
17,61,23,30,16,61
11,55,24,26,0,30
16,83,25,35,0,59
14,94,34,39,0,71
25,95,34,30,0,38
28,27,46,25,15,59
12,19,26,18,12,44
3,14,24,4,19,15
10,16,23,19,19,17
7,18,22,11,9,21
9,20,27,14,21,18
22,38,33,29,21,61
16,42,41,32,15,67
28,44,38,39,13,51
33,57,42,53,2,83
40,92,45,55,0,45
35,106,41,65,0,56
42,112,39,87,0,80
22,59,48,33,69,89
26,51,36,37,46,105
12,32,30,33,89,51
10,37,48,33,33,89
17,44,48,16,42,57
16,57,35,29,38,106
28,69,56,58,51,155
27,78,41,43,77,77
26,95,47,59,35,130
18,78,54,33,0,83
32,144,43,57,0,83
32,149,50,49,0,98
39,187,66,112,0,165
2,2,1,18,71,1
2,4,0,11,31,0
3,1,0,6,24,0
2,2,0,15,38,0
3,1,1,15,26,0
1,3,0,18,24,0
2,3,2,12,23,0
2,8,0,18,38,0
1,0,1,10,57,0
1,6,3,20,0,0
2,6,1,38,0,0
3,7,2,36,0,0
3,28,3,84,0,1
16,30,17,39,40,54
19,29,17,20,30,42
10,19,14,13,19,23
20,26,14,24,56,39
18,42,14,28,43,45
26,31,13,35,57,59
17,64,14,41,51,73
22,49,25,19,53,68
24,60,22,40,46,103
39,77,19,41,0,132
25,95,25,42,0,102
19,115,17,50,0,142
39,150,31,136,6,164
31,79,33,54,138,140
20,69,21,35,108,176
15,49,17,18,65,97
25,88,35,31,94,142
24,79,33,26,92,147
29,86,41,26,93,190
33,108,37,30,85,204
30,138,39,30,83,202
53,321,66,88,182,556
44,285,69,77,0,536
22,219,47,59,0,255
31,220,41,60,0,277
84,289,44,233,0,491
6,19,22,18,29,56
4,7,14,12,12,50
2,8,11,3,24,24
4,8,17,19,15,49
2,3,19,7,20,35
8,11,22,8,17,33
10,10,22,11,23,68
6,22,33,17,15,64
3,16,29,12,22,63
5,15,32,12,0,41
11,18,35,16,0,26
9,53,32,16,0,60
22,93,27,59,1,76
18,21,26,19,13,46
11,23,29,20,16,27
5,8,16,3,215,4
14,21,15,12,63,2
12,15,26,14,23,6
22,35,28,27,23,7
13,33,35,18,9,10
27,44,43,39,10,12
29,74,42,28,12,3
9,67,47,30,0,6
34,116,27,29,0,6
23,103,37,40,0,5
24,149,32,62,0,4
13,52,16,25,36,52
27,39,30,28,19,56
13,32,18,22,25,36
24,37,25,26,43,79
24,27,16,22,25,18
23,39,16,24,45,70
19,51,23,22,76,83
46,117,43,30,43,216
43,94,50,44,47,255
45,199,61,69,0,266
50,215,41,71,0,224
52,207,53,56,0,180
87,282,39,111,0,95
14,16,22,32,7,25
9,6,17,34,4,28
10,4,12,15,5,2
12,9,16,23,6,7
9,10,6,17,11,10
8,5,12,16,7,11
8,7,9,16,5,5
9,19,13,13,5,10
16,18,20,21,9,22
6,13,15,25,0,22
12,38,15,33,0,20
25,40,17,37,0,28
50,68,15,117,5,0
35,71,21,75,0,52
70,60,63,86,21,136
39,36,26,54,36,72
24,31,18,30,83,37
37,50,44,68,76,64
31,32,25,51,48,47
30,37,35,55,26,53
33,38,42,45,26,57
42,60,50,67,30,68
29,87,45,61,13,73
20,73,24,50,0,55
24,123,32,55,0,72
30,133,48,54,0,87
28,130,24,131,0,122
16,26,31,63,26,93
25,30,21,41,12,107
21,23,10,19,21,74
16,26,24,39,21,134
12,20,20,34,35,86
23,30,22,50,28,64
16,50,17,48,26,179
17,37,27,43,18,92
22,52,23,33,8,146
24,60,30,45,0,107
35,77,24,42,0,84
17,71,18,39,0,91
37,86,21,73,0,76
23,36,14,35,22,98
15,27,10,22,10,80
6,14,13,4,121,24
27,19,6,26,30,66
22,14,8,30,40,20
21,23,14,22,57,46
28,34,12,34,34,85
20,34,16,26,37,40
26,36,16,21,39,69
24,52,21,25,0,69
44,50,16,21,0,83
34,58,19,31,0,82
6,14,29,40,21,65
4,14,22,19,17,22
6,8,22,11,13,15
7,13,28,17,22,20
3,8,21,13,37,17
4,20,36,31,18,46
8,19,32,42,37,43
6,30,37,34,24,47
11,27,34,41,15,43
5,28,23,28,0,32
7,47,40,18,0,22
15,57,40,32,0,47
7,52,22,52,0,33
11,15,43,21,19,85
8,15,23,18,10,45
4,13,22,6,45,29
19,17,29,9,21,63
13,21,26,15,32,40
18,21,46,26,34,83
24,33,47,28,44,71
19,41,44,38,39,161
18,68,47,30,25,136
12,60,39,32,0,57
14,90,42,22,0,41
15,111,51,18,0,55
53,131,60,75,0,77
18,20,31,32,30,69
14,11,14,21,2,42
4,8,8,4,209,5
16,29,25,21,36,53
3,9,13,14,37,38
8,6,21,19,45,18
10,13,28,38,55,20
7,18,26,24,46,11
14,36,27,33,35,9
9,32,32,43,1,7
19,92,28,45,0,52
19,63,33,34,0,53
40,74,24,72,1,65
8,19,22,18,7,63
6,16,15,10,2,37
4,22,16,14,28,29
5,17,22,22,10,63
5,27,10,20,13,62
6,34,19,31,20,41
6,26,13,32,9,108
11,36,31,27,9,91
8,48,25,28,8,85
7,43,22,23,0,39
14,101,34,49,0,98
12,75,27,36,0,106
16,84,26,40,0,59
21,34,39,45,7,79
13,31,37,26,3,73
6,20,22,15,118,19
13,36,25,45,19,39
8,44,26,32,20,53
16,25,50,40,18,41
13,52,37,51,17,114
26,56,31,64,24,185
17,82,22,34,16,113
29,74,32,45,0,67
47,176,64,106,213,356
30,126,50,75,123,307
24,57,43,40,147,94
20,83,46,40,239,202
18,90,51,43,227,205
27,87,67,64,179,273
46,222,59,102,165,673
72,227,86,136,578,632
40,227,73,109,210,551
42,263,92,118,7,447
71,303,69,140,2,284
55,281,56,110,0,317
41,248,56,110,0,239
19,29,30,31,5,31
15,30,29,22,5,26
10,35,26,23,0,28
22,47,22,33,0,21
18,56,26,36,0,26
17,89,24,43,0,27
26,23,28,44,9,72
28,15,13,25,2,32
17,4,16,7,9,5
14,8,19,9,9,43
9,7,13,11,7,21
15,14,17,12,19,26
30,36,35,27,16,72
26,42,26,59,12,117
15,30,27,49,12,86
12,29,22,33,0,59
23,40,22,36,0,31
11,49,20,31,0,46
27,56,22,108,0,67
83,90,88,99,24,138
41,50,66,45,14,97
28,40,35,30,213,60
43,64,58,52,105,121
45,58,61,55,70,63
39,60,60,47,42,35
47,72,57,48,25,67
58,91,48,74,29,88
37,83,40,59,36,68
26,80,37,37,0,33
35,132,57,76,0,57
34,169,51,59,0,57
49,189,57,85,0,152
7,20,18,19,35,14
7,15,18,22,35,7
5,9,12,11,97,14
13,15,21,14,37,17
6,16,16,11,32,23
9,17,24,15,19,20
9,25,18,17,60,40
6,14,14,8,6,24
9,18,22,7,5,21
11,25,25,13,0,12
13,75,35,11,0,31
30,94,28,22,0,28
33,143,29,66,0,48
20,5,10,26,9,31
10,1,9,14,13,5
5,4,5,4,60,3
4,3,6,11,23,10
1,1,1,4,32,4
7,10,9,16,11,35
10,9,14,16,29,28
16,9,10,11,14,40
13,9,8,19,12,25
7,9,8,17,0,17
15,30,14,52,0,26
14,22,7,27,0,13
10,26,11,50,0,18
62,138,47,103,148,337
43,147,59,92,105,369
38,98,29,63,302,216
46,135,48,64,152,272
51,136,44,71,204,281
51,164,39,100,160,374
82,216,57,98,159,513
82,331,62,226,340,778
56,306,53,178,256,664
75,320,66,155,0,745
55,283,48,142,0,511
48,304,32,110,2,538
76,375,60,360,1,920
13,13,7,13,37,10
13,0,6,15,11,10
4,10,4,7,56,2
8,11,8,11,31,7
9,14,9,14,21,6
21,19,12,17,22,13
23,23,18,18,23,74
17,26,14,12,14,37
17,28,17,12,13,38
16,45,14,11,0,50
18,42,26,15,0,12
34,95,20,14,0,23
28,116,23,40,0,58
12,7,11,22,3,4
5,0,13,21,5,0
2,5,9,13,7,3
6,7,5,14,9,3
4,1,4,3,12,2
3,7,9,3,9,9
10,11,12,21,14,13
12,21,17,24,15,30
11,22,17,26,6,15
9,15,14,28,0,18
16,31,15,41,0,31
16,43,20,48,0,24
30,45,16,61,0,26
13,31,42,32,3,63
9,27,42,17,0,38
7,19,31,10,6,13
8,36,35,13,3,34
5,22,22,8,5,17
16,24,35,12,8,28
11,46,48,32,22,54
9,65,38,20,9,40
16,64,36,38,20,30
15,66,28,37,0,16
33,92,34,52,0,52
15,117,39,51,0,81
20,142,38,92,0,94
25,33,21,48,50,77
16,32,29,40,45,94
16,26,18,21,36,65
24,24,22,35,42,57
18,44,23,31,63,74
30,39,25,66,43,126
36,45,26,62,50,250
24,62,31,64,65,222
20,59,25,42,42,197
24,79,29,49,0,219
39,123,36,76,0,226
41,124,34,75,0,235
59,138,32,99,0,196
17,25,16,33,27,39
15,23,6,29,22,41
5,10,9,10,69,10
3,15,9,11,22,24
5,6,10,10,47,29
7,23,10,8,38,18
8,26,14,21,32,35
19,44,12,29,44,74
15,46,10,22,31,60
10,41,17,30,0,49
19,60,7,31,0,64
9,81,11,31,0,92
26,94,11,53,1,94
28,96,34,59,123,236
35,74,26,47,87,212
40,55,31,31,165,199
33,87,19,52,153,279
37,97,34,66,121,303
37,85,21,74,91,246
39,109,38,63,163,405
50,123,37,73,165,326
46,141,41,47,123,361
64,147,43,91,0,344
79,271,36,99,0,400
54,231,39,129,0,435
109,282,42,277,0,209
16,6,23,16,21,39
7,11,15,15,8,28
6,6,12,6,4,8
12,5,20,18,13,26
6,7,26,11,11,29
14,10,22,11,9,53
10,4,28,13,11,43
19,19,24,16,6,133
11,12,19,9,4,178
2,3,25,4,0,137
3,5,20,3,0,34
4,6,24,3,0,29
5,8,19,5,0,30
44,72,45,79,85,207
36,59,35,53,75,174
43,43,24,25,158,112
57,83,27,66,126,265
52,88,38,95,135,209
44,83,23,69,142,243
58,97,34,83,115,212
75,163,38,117,114,139
69,159,32,63,61,264
66,184,41,76,0,268
55,174,30,48,0,210
36,140,28,72,3,255
69,173,27,156,1,299
54,67,24,51,33,265
30,60,37,34,30,163
32,36,29,23,205,73
44,59,23,34,103,73
44,52,20,46,113,156
31,91,39,46,88,172
37,100,34,56,72,277
40,112,28,39,74,258
58,138,27,64,86,340
34,174,40,52,0,341
19,179,25,37,0,203
27,177,16,38,0,225
49,214,25,125,0,270
18,78,15,25,0,72
15,51,17,22,0,56
64,47,44,50,20,195
41,34,33,19,70,103
21,20,13,9,137,0
28,39,21,37,52,163
24,28,20,23,33,15
13,20,16,39,37,45
23,31,18,38,18,38
41,100,35,90,10,359
15,56,27,37,15,186
16,54,30,25,0,113
12,62,39,31,0,69
10,62,25,15,0,79
30,91,35,67,0,125
11,52,10,13,0,83
7,62,12,14,0,55
18,35,33,21,9,44
18,16,27,18,4,36
9,19,24,7,12,38
18,30,22,19,5,37
15,33,23,17,4,51
30,50,30,30,14,108
16,43,27,32,20,107
33,83,32,52,18,155
22,73,27,35,12,99
23,64,34,25,0,74
24,85,31,35,0,121
36,109,24,53,0,72
66,157,30,151,0,39
58,50,29,57,17,137
35,35,26,46,22,110
20,25,16,36,102,38
42,43,23,54,33,101
26,41,18,47,27,167
21,35,23,40,28,170
31,39,31,53,38,142
38,51,33,43,44,90
30,59,29,46,41,114
27,47,20,39,0,63
29,55,16,36,0,51
36,91,23,46,0,50
43,104,23,66,0,72
12,80,22,38,0,88
21,83,29,35,0,65
18,74,28,32,0,77
22,27,18,11,0,49
20,38,11,36,14,106
13,21,12,12,7,5
22,30,14,23,6,9
17,29,13,22,3,4
11,37,13,32,4,4
40,54,18,50,13,10
46,83,21,46,17,4
51,90,24,48,16,3
65,96,23,44,0,121
43,98,26,27,0,86
26,95,12,32,0,138
26,93,19,46,0,119
41,52,21,45,96,196
15,55,24,19,42,216
17,50,10,17,70,77
22,1,19,28,70,173
15,25,19,35,74,119
15,29,16,42,48,175
14,34,16,36,77,194
8,25,23,23,66,153
14,36,35,29,39,139
11,35,26,20,0,140
21,82,32,16,0,135
18,91,27,17,1,113
34,137,34,90,0,198
42,112,30,94,0,88
9,16,7,11,6,26
4,0,6,6,3,16
0,4,10,5,43,10
6,10,4,1,12,15
3,16,6,2,15,11
4,18,7,7,23,25
9,20,7,13,16,34
9,40,7,5,18,12
13,29,9,9,15,2
24,44,6,17,0,25
17,48,6,12,0,19
18,49,12,5,0,10
23,60,5,17,0,8
55,68,66,61,21,146
40,38,49,52,35,83
17,60,28,17,63,11
31,53,41,49,24,21
26,37,25,40,25,22
21,37,34,21,25,8
52,69,56,84,43,13
68,94,68,80,25,10
43,105,54,53,16,11
45,85,50,44,0,12
40,130,47,54,0,28
27,120,51,48,0,73
36,116,43,104,0,142
34,87,11,66,0,52
13,18,4,16,8,18
3,5,3,16,19,12
3,4,4,2,18,5
4,9,6,7,4,0
6,13,6,5,7,8
6,16,16,12,10,0
10,9,4,12,5,24
6,15,6,13,2,4
8,23,9,27,4,28
14,23,16,19,0,3
16,36,16,26,0,1
22,40,18,20,0,1
21,50,18,53,0,0
12,24,13,20,3,28
6,18,6,19,4,11
2,7,8,4,7,11
10,17,16,13,4,27
4,19,12,13,40,13
4,28,15,12,58,19
5,24,9,13,33,45
12,30,16,30,20,30
9,29,14,23,6,20
8,38,15,17,0,33
9,42,17,21,0,29
22,47,8,13,0,35
17,59,8,26,0,33
85,47,82,71,35,106
73,61,83,65,13,66
47,40,50,53,36,37
72,83,71,73,34,79
51,86,70,72,31,142
47,68,58,68,34,83
67,84,61,69,20,119
53,129,77,47,21,110
61,144,75,74,47,84
11,109,45,54,0,111
66,202,60,131,0,138
49,224,45,94,0,125
95,256,63,211,0,130
5,6,12,9,4,5
5,5,8,8,8,8
5,4,11,7,15,6
6,12,11,9,14,9
8,5,10,6,20,11
8,3,10,14,32,9
16,8,11,21,35,23
26,24,20,38,37,30
25,25,11,16,20,36
21,20,20,13,0,16
19,21,8,21,0,16
21,28,17,18,0,21
32,17,13,22,0,12
1,7,9,3,3,23
0,2,4,1,1,18
2,1,5,2,3,9
3,1,13,2,5,21
1,2,8,3,17,31
2,4,9,6,14,19
1,5,14,9,2,29
2,9,11,2,6,16
3,5,10,9,7,24
1,9,11,3,0,8
2,6,11,3,0,10
4,18,7,6,0,13
10,18,13,15,0,19
29,35,38,34,17,153
23,28,20,22,15,66
18,19,19,10,81,38
18,31,17,21,32,53
16,24,14,14,21,38
25,26,23,21,23,55
34,47,21,30,13,57
25,49,12,26,19,43
16,63,28,35,35,60
14,49,16,41,0,62
21,46,14,23,0,58
26,63,15,29,0,84
29,107,15,87,0,111
53,79,63,100,12,168
34,55,57,70,8,118
23,19,42,28,195,45
45,52,29,37,26,78
35,43,40,47,32,72
37,40,37,35,26,58
30,61,52,37,26,61
36,69,52,50,26,61
48,85,40,61,14,100
32,76,26,57,0,74
36,104,30,66,0,85
41,174,44,81,0,141
41,173,44,119,0,190
27,35,31,19,90,119
16,36,34,23,110,104
7,7,21,4,71,33
15,20,30,7,53,52
8,19,19,8,43,44
16,36,23,10,46,90
20,38,35,20,120,197
12,38,36,14,98,183
10,35,29,12,72,107
9,71,26,14,0,166
11,76,41,17,0,136
21,85,35,26,0,177
57,208,36,207,3,347
11,32,11,27,0,132
15,18,7,17,0,122
10,24,7,17,31,129
10,22,11,25,27,227
19,19,9,19,16,130
19,16,9,26,27,174
23,10,16,11,15,154
35,49,11,27,21,172
28,16,14,18,17,155
30,23,9,20,14,220
37,23,5,28,20,191
10,7,33,17,0,43
17,13,35,29,0,54
15,7,28,17,0,69
28,12,28,19,0,68
18,22,19,20,16,87
35,26,19,38,8,100
17,23,17,23,15,128
33,36,14,24,20,111
37,53,17,37,21,88
30,36,22,45,15,64
41,30,18,26,12,97
28,69,19,45,23,179
52,118,20,97,36,144
37,53,19,47,242,108
37,39,19,56,1122,92
36,49,14,34,980,136
42,49,28,45,585,157
39,67,18,42,253,188
40,66,14,35,144,146
37,117,19,23,0,167
46,94,21,23,97,173
35,62,17,26,4,179
51,86,23,27,78,224
54,82,10,31,59,218
47,87,8,31,84,197
65,115,22,90,56,255
17,13,17,17,0,93
7,15,9,22,5,54
7,7,3,11,4,47
9,9,6,17,3,38
9,15,5,17,8,66
18,5,6,17,7,83
7,8,2,16,12,122
12,21,4,16,13,143
9,34,12,10,7,80
21,31,5,13,9,79
15,18,7,6,8,86
15,33,4,7,7,125
30,41,2,46,25,193
0,2,5,1,26,0
1,0,14,1,58,0
1,0,3,0,50,0
2,0,7,3,111,0
2,2,7,2,116,0
1,1,6,6,113,0
2,3,5,6,153,0
1,3,6,7,158,0
3,1,10,2,216,1
1,2,5,8,144,0
0,2,4,2,130,0
1,7,5,9,83,1
2,7,3,18,51,0
32,32,17,21,21,136
27,36,11,35,57,128
32,37,13,17,26,101
36,34,21,21,18,115
17,22,10,20,31,71
30,51,20,32,56,89
40,75,17,36,43,122
35,66,19,27,32,123
29,42,24,21,40,128
45,42,22,30,38,86
40,37,25,27,29,107
44,47,15,18,31,150
82,184,18,97,42,290
10,18,24,33,0,117
15,21,28,31,4,96
16,18,17,35,10,80
16,31,12,18,9,127
25,9,19,31,6,139
23,26,17,19,0,158
21,31,7,19,0,157
23,27,19,25,9,214
33,26,15,27,14,208
25,65,13,24,17,261
36,62,14,37,18,248
44,88,12,39,23,312
61,97,17,118,31,319
21,8,20,42,13,122
18,12,14,39,37,115
9,8,17,32,35,92
11,7,14,17,18,104
13,10,11,16,20,86
15,9,16,14,9,58
14,21,19,10,14,87
22,15,20,13,42,115
20,15,13,20,20,78
36,30,12,27,30,117
32,19,12,20,26,117
20,17,10,19,14,135
17,38,22,44,16,109
21,8,11,22,29,67
19,9,11,10,12,57
17,5,10,7,13,34
7,6,14,2,18,31
14,6,17,2,17,35
32,7,13,17,12,53
19,18,12,14,15,95
38,23,18,21,15,73
35,30,11,33,49,97
29,26,17,27,20,88
37,28,15,15,13,91
34,40,17,27,0,114
38,73,9,69,34,121
16,8,9,19,0,105
7,4,6,11,0,98
15,2,8,14,0,125
18,9,9,13,0,136
19,9,6,9,0,115
25,6,9,14,0,149
14,10,14,26,0,178
14,16,13,14,0,150
24,16,13,20,0,187
28,20,11,15,0,112
20,17,8,18,0,119
18,20,6,15,0,127
26,72,4,39,11,146
44,10,18,28,2,97
37,8,11,25,0,115
27,14,14,18,1,173
31,12,15,23,0,242
50,19,14,39,2,236
51,23,13,35,1,214
47,13,13,28,0,169
50,23,17,31,21,124
48,40,17,32,21,225
52,20,21,29,22,231
62,18,18,25,26,166
63,41,23,50,28,204
72,218,12,181,21,213
31,14,10,28,8,68
15,14,7,20,14,88
23,7,12,23,18,92
21,5,15,28,20,120
24,9,5,24,15,99
34,15,5,10,37,116
21,13,11,11,16,99
41,24,12,11,27,72
43,47,5,20,29,101
36,26,13,9,24,79
29,30,7,22,20,68
25,30,11,20,27,110
25,56,8,70,26,137
11,8,8,19,0,23
16,9,3,22,0,19
10,9,4,12,0,27
20,11,8,18,0,36
15,9,6,13,0,20
17,16,10,32,0,41
10,22,14,17,0,47
21,20,16,17,0,73
10,19,10,13,0,58
28,36,7,25,0,86
26,38,11,22,0,85
14,18,10,26,0,78
28,53,9,81,48,84
34,3,7,12,5,112
35,4,8,24,7,124
44,18,13,18,14,153
29,13,7,6,6,114
16,12,5,11,3,181
28,19,5,12,5,150
28,23,7,9,3,119
50,15,5,15,7,168
68,33,10,46,7,198
26,17,5,21,0,47
15,17,9,21,34,54
29,23,15,25,33,89
33,25,12,23,0,88
41,27,14,30,0,89
54,43,13,32,0,75
32,47,12,27,0,107
51,49,12,77,23,192
6,15,4,23,10,43
13,17,5,29,45,60
12,13,5,10,83,56
6,5,4,53,0,57
8,13,2,7,18,65
10,13,2,13,0,63
11,9,0,9,0,70
15,18,5,6,1,72
18,10,1,12,0,72
10,12,1,10,1,98
17,15,2,9,0,77
18,23,7,13,1,51
15,102,4,41,9,80
38,10,11,16,11,92
43,21,9,22,20,193
38,9,13,17,22,165
38,8,4,14,8,152
56,21,11,11,10,127
65,29,19,18,13,104
34,24,11,13,18,63
30,34,13,16,17,62
